12:19:12.460290 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 317: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 275
16:36:49.456709 e8:de:27:57:4f:32 > 00:c0:ca:83:1b:8c, ethertype IPv4 (0x0800), length 94: 192.168.0.1 > 192.168.0.100: ICMP net 192.168.0.1 unreachable, length 60
16:36:49.487431 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 326: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 284
16:36:49.511495 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 385: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 343
16:36:49.691719 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 379: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 337
16:36:49.794121 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 326: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 284
16:36:49.896519 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 381: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 339
16:36:49.998920 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 391: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 349
16:36:54.459762 00:c0:ca:83:1b:8c > e8:de:27:57:4f:32, ethertype IPv4 (0x0800), length 66: 192.168.0.100.11924 > 192.168.0.1.53: 26911+ AAAA? ubuntu. (24)
16:36:54.460786 00:c0:ca:83:1b:8c > e8:de:27:57:4f:32, ethertype ARP (0x0806), length 42: Request who-has 192.168.0.1 tell 192.168.0.100, length 28
16:36:54.461830 e8:de:27:57:4f:32 > 00:c0:ca:83:1b:8c, ethertype ARP (0x0806), length 42: Reply 192.168.0.1 is-at e8:de:27:57:4f:32, length 28
16:36:59.466438 e8:de:27:57:4f:32 > 00:c0:ca:83:1b:8c, ethertype IPv4 (0x0800), length 94: 192.168.0.1 > 192.168.0.100: ICMP net 192.168.0.1 unreachable, length 60
16:37:04.471558 e8:de:27:57:4f:32 > 00:c0:ca:83:1b:8c, ethertype IPv4 (0x0800), length 94: 192.168.0.1 > 192.168.0.100: ICMP net 192.168.0.1 unreachable, length 60
16:37:09.476165 e8:de:27:57:4f:32 > 00:c0:ca:83:1b:8c, ethertype IPv4 (0x0800), length 94: 192.168.0.1 > 192.168.0.100: ICMP net 192.168.0.1 unreachable, length 60
16:37:09.737800 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 317: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 275
16:37:09.840199 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 326: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 284
16:37:09.942600 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 389: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 347
16:37:10.044551 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 381: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 339
16:37:10.146952 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 326: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 284
16:37:10.249351 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 365: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 323
16:37:10.351752 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 397: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 355
16:37:10.453640 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 326: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 284
16:37:10.556040 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 385: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 343
16:37:10.658440 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 379: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 337
16:37:10.760840 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 326: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 284
16:37:10.862727 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 381: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 339
16:37:10.965129 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 391: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 349
16:37:14.485894 e8:de:27:57:4f:32 > 00:c0:ca:83:1b:8c, ethertype IPv4 (0x0800), length 94: 192.168.0.1 > 192.168.0.100: ICMP net 192.168.0.1 unreachable, length 60
16:37:19.484358 e8:de:27:57:4f:32 > 00:c0:ca:83:1b:8c, ethertype IPv4 (0x0800), length 94: 192.168.0.1 > 192.168.0.100: ICMP net 192.168.0.1 unreachable, length 60
16:37:24.492023 00:c0:ca:83:1b:8c > e8:de:27:57:4f:32, ethertype IPv4 (0x0800), length 66: 192.168.0.100.20782 > 192.168.0.1.53: 64177+ MX? ubuntu. (24)
16:37:24.492550 e8:de:27:57:4f:32 > 00:c0:ca:83:1b:8c, ethertype IPv4 (0x0800), length 94: 192.168.0.1 > 192.168.0.100: ICMP net 192.168.0.1 unreachable, length 60
16:37:29.498162 00:c0:ca:83:1b:8c > e8:de:27:57:4f:32, ethertype IPv4 (0x0800), length 66: 192.168.0.100.20782 > 192.168.0.1.53: 64177+ MX? ubuntu. (24)
16:37:29.499205 e8:de:27:57:4f:32 > 00:c0:ca:83:1b:8c, ethertype IPv4 (0x0800), length 94: 192.168.0.1 > 192.168.0.100: ICMP net 192.168.0.1 unreachable, length 60
16:37:30.704519 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 317: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 275
16:37:30.808968 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 326: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 284
16:37:30.910344 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 389: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 347
16:37:31.012807 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 381: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 339
16:37:31.114696 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 326: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 284
16:37:31.217097 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 365: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 323
16:37:31.319496 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 397: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 355
16:37:31.421895 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 326: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 284
16:37:31.626696 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 385: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 343
16:37:31.727047 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 379: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 337
16:37:31.831495 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 326: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 284
16:37:31.933385 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 381: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 339
16:37:32.035848 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 391: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 349
16:37:34.503302 e8:de:27:57:4f:32 > 00:c0:ca:83:1b:8c, ethertype IPv4 (0x0800), length 94: 192.168.0.1 > 192.168.0.100: ICMP net 192.168.0.1 unreachable, length 60
16:37:39.509958 e8:de:27:57:4f:32 > 00:c0:ca:83:1b:8c, ethertype IPv4 (0x0800), length 94: 192.168.0.1 > 192.168.0.100: ICMP net 192.168.0.1 unreachable, length 60
16:37:44.513010 00:c0:ca:83:1b:8c > e8:de:27:57:4f:32, ethertype ARP (0x0806), length 42: Request who-has 192.168.0.1 tell 192.168.0.100, length 28
16:37:44.513541 e8:de:27:57:4f:32 > 00:c0:ca:83:1b:8c, ethertype ARP (0x0806), length 42: Reply 192.168.0.1 is-at e8:de:27:57:4f:32, length 28
16:37:51.465927 e8:de:27:57:4f:32 > 01:00:5e:00:00:01, ethertype IPv4 (0x0800), length 46: 192.168.0.1 > 224.0.0.1: igmp query v2
16:37:51.576520 00:c0:ca:83:1b:8c > 01:00:5e:00:00:fb, ethertype IPv4 (0x0800), length 46: 192.168.0.100 > 224.0.0.251: igmp v2 report 224.0.0.251
16:37:51.773128 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 317: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 275
16:37:51.875529 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 326: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 284
16:37:51.977928 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 389: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 347
16:37:52.080391 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 381: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 339
16:37:52.182280 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 326: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 284
16:37:52.284680 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 365: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 323
16:37:52.387079 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 397: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 355
16:37:52.488967 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 326: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 284
16:37:52.591368 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 385: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 343
16:37:52.693768 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 379: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 337
16:37:52.796167 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 326: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 284
16:37:52.898055 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 381: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 339
16:37:53.000519 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 391: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 349
16:38:12.739847 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 317: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 275
16:38:12.841736 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 326: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 284
16:38:12.944135 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 389: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 347
16:38:13.046600 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 381: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 339
16:38:13.149000 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 326: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 284
16:38:13.250887 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 365: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 323
16:38:13.353287 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 397: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 355
16:38:13.455687 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 326: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 284
16:38:13.558089 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 385: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 343
16:38:13.659976 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 379: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 337
16:38:13.762375 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 326: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 284
16:38:13.864776 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 381: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 339
16:38:13.967173 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 391: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 349
16:38:33.706055 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 317: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 275
16:38:33.808456 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 326: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 284
16:38:33.910856 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 389: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 347
16:38:34.013319 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 381: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 339
16:38:34.115207 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 326: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 284
16:38:34.217608 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 365: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 323
16:38:34.320007 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 397: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 355
16:38:34.422408 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 326: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 284
16:38:34.626696 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 385: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 343
16:38:34.729094 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 379: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 337
16:38:34.830983 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 326: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 284
16:38:34.933384 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 381: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 339
16:38:35.035847 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 391: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 349
16:38:44.523781 e8:de:27:57:4f:32 > 00:c0:ca:83:1b:8c, ethertype IPv4 (0x0800), length 94: 192.168.0.1 > 192.168.0.100: ICMP net 192.168.0.1 unreachable, length 60
16:38:49.530437 e8:de:27:57:4f:32 > 00:c0:ca:83:1b:8c, ethertype IPv4 (0x0800), length 94: 192.168.0.1 > 192.168.0.100: ICMP net 192.168.0.1 unreachable, length 60
16:38:49.530438 e8:de:27:57:4f:32 > 00:c0:ca:83:1b:8c, ethertype ARP (0x0806), length 42: Reply 192.168.0.1 is-at e8:de:27:57:4f:32, length 28
16:38:54.527365 e8:de:27:57:4f:32 > 00:c0:ca:83:1b:8c, ethertype IPv4 (0x0800), length 94: 192.168.0.1 > 192.168.0.100: ICMP net 192.168.0.1 unreachable, length 60
16:38:54.775687 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 317: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 275
16:38:54.878087 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 326: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 284
16:38:54.980487 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 389: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 347
16:38:55.082951 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 381: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 339
16:38:55.185351 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 326: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 284
16:38:55.287752 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 365: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 323
16:38:55.390152 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 397: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 355
16:38:55.492552 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 326: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 284
16:38:55.594951 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 385: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 343
16:38:55.697351 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 379: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 337
16:38:55.799240 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 326: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 284
16:38:55.902150 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 381: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 339
16:38:56.002568 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 391: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 349
16:38:59.531974 e8:de:27:57:4f:32 > 00:c0:ca:83:1b:8c, ethertype IPv4 (0x0800), length 94: 192.168.0.1 > 192.168.0.100: ICMP net 192.168.0.1 unreachable, length 60
16:39:04.537093 e8:de:27:57:4f:32 > 00:c0:ca:83:1b:8c, ethertype IPv4 (0x0800), length 94: 192.168.0.1 > 192.168.0.100: ICMP net 192.168.0.1 unreachable, length 60
16:39:09.547334 e8:de:27:57:4f:32 > 00:c0:ca:83:1b:8c, ethertype IPv4 (0x0800), length 94: 192.168.0.1 > 192.168.0.100: ICMP net 192.168.0.1 unreachable, length 60
16:39:14.540659 00:c0:ca:83:1b:8c > e8:de:27:57:4f:32, ethertype IPv4 (0x0800), length 66: 192.168.0.100.10971 > 192.168.0.1.53: 31695+ A? ubuntu. (24)
16:39:14.541702 e8:de:27:57:4f:32 > 00:c0:ca:83:1b:8c, ethertype IPv4 (0x0800), length 94: 192.168.0.1 > 192.168.0.100: ICMP net 192.168.0.1 unreachable, length 60
16:39:15.741384 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 317: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 275
16:39:15.844295 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 326: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 284
16:39:15.946182 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 389: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 347
16:39:16.048647 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 381: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 339
16:39:16.154120 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 326: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 284
16:39:16.252936 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 365: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 323
16:39:16.355335 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 397: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 355
16:39:16.457224 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 326: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 284
16:39:16.559624 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 385: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 343
16:39:16.662024 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 379: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 337
16:39:16.764424 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 326: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 284
16:39:16.866823 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 381: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 339
16:39:16.968711 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 391: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 349
16:39:19.550917 e8:de:27:57:4f:32 > 00:c0:ca:83:1b:8c, ethertype IPv4 (0x0800), length 94: 192.168.0.1 > 192.168.0.100: ICMP net 192.168.0.1 unreachable, length 60
16:39:24.553478 e8:de:27:57:4f:32 > 00:c0:ca:83:1b:8c, ethertype IPv4 (0x0800), length 94: 192.168.0.1 > 192.168.0.100: ICMP net 192.168.0.1 unreachable, length 60
16:39:29.562181 e8:de:27:57:4f:32 > 00:c0:ca:83:1b:8c, ethertype IPv4 (0x0800), length 94: 192.168.0.1 > 192.168.0.100: ICMP net 192.168.0.1 unreachable, length 60
16:39:34.569349 e8:de:27:57:4f:32 > 00:c0:ca:83:1b:8c, ethertype IPv4 (0x0800), length 94: 192.168.0.1 > 192.168.0.100: ICMP net 192.168.0.1 unreachable, length 60
16:39:36.708103 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 317: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 275
16:39:36.810503 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 326: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 284
16:39:36.912904 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 389: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 347
16:39:37.014855 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 381: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 339
16:39:37.117256 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 326: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 284
16:39:37.219656 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 365: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 323
16:39:37.321544 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 397: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 355
16:39:37.423944 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 326: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 284
16:39:37.628743 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 385: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 343
16:39:37.730632 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 379: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 337
16:39:37.833032 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 326: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 284
16:39:37.935433 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 381: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 339
16:39:38.037895 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 391: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 349
16:39:39.569335 00:c0:ca:83:1b:8c > e8:de:27:57:4f:32, ethertype ARP (0x0806), length 42: Request who-has 192.168.0.1 tell 192.168.0.100, length 28
16:39:39.571397 e8:de:27:57:4f:32 > 00:c0:ca:83:1b:8c, ethertype ARP (0x0806), length 42: Reply 192.168.0.1 is-at e8:de:27:57:4f:32, length 28
16:39:39.571397 e8:de:27:57:4f:32 > 00:c0:ca:83:1b:8c, ethertype IPv4 (0x0800), length 94: 192.168.0.1 > 192.168.0.100: ICMP net 192.168.0.1 unreachable, length 60
16:39:56.446984 e8:de:27:57:4f:32 > 01:00:5e:00:00:01, ethertype IPv4 (0x0800), length 46: 192.168.0.1 > 224.0.0.1: igmp query v2
16:39:57.001012 00:c0:ca:83:1b:8c > 01:00:5e:00:00:fb, ethertype IPv4 (0x0800), length 46: 192.168.0.100 > 224.0.0.251: igmp v2 report 224.0.0.251
